OTU	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-3	TC-2	TC-1	Taxonomy
Otu005556	0	2	0	0	1	1	0	0	0	1	1	1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae
Otu005557	2	2	0	0	0	0	0	1	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Acidiferrobacter;s__
Otu005558	1	0	0	1	2	0	0	0	1	0	0	2	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu005559	0	0	2	2	0	1	0	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu005560	2	1	0	0	3	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Eel-36e1D6;g__;s__
Otu005561	1	1	1	0	0	2	0	0	1	1	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__KD3-93;g__;s__
Otu005562	0	0	0	0	2	0	0	2	1	0	2	0	Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
Otu005563	0	2	0	1	2	0	0	0	0	1	0	1	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__envOPS_17;g__;s__
Otu005564	0	1	5	0	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__DA101_soil_group;g__;s__
Otu005565	1	1	0	0	0	0	2	2	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu005566	0	0	4	0	1	1	0	0	1	0	0	0	Root;k__Bacteria
Otu005567	1	1	1	0	0	3	0	0	0	0	0	1	Root;k__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__
Otu005568	1	1	0	0	0	0	1	2	0	2	0	0	Root;k__Bacteria;p__Armatimonadetes;c__Fimbriimonas_ginsengisoli_Gsoil_348;o__Fimbriimonas_ginsengisoli_Gsoil_348;f__Fimbriimonas_ginsengisoli_Gsoil_348;g__Fimbriimonas_ginsengisoli_Gsoil_348;s__Fimbriimonas_ginsengisoli_Gsoil_348
Otu005569	0	0	0	0	0	0	0	5	0	2	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu005571	0	0	0	0	1	0	0	2	0	2	1	1	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu005572	0	1	4	0	1	0	0	1	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
Otu005573	2	3	0	0	1	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
Otu005574	0	0	0	6	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia;s__Bacteroidetes_bacterium_X3-d
Otu005575	0	1	1	0	2	2	0	0	1	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__
Otu005576	0	1	5	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu005577	0	0	0	0	0	1	0	3	0	2	1	0	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Wandonia;s__
Otu005578	1	0	3	0	0	2	1	0	0	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
Otu005579	2	1	3	0	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu005580	0	0	0	0	0	0	1	1	0	4	0	1	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter;s__
Otu005581	0	1	0	0	0	0	0	1	4	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces
Otu005582	1	0	2	0	2	0	0	1	0	0	1	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu005583	0	4	1	0	0	0	1	1	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella
Otu005584	0	0	0	2	2	0	0	2	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella;s__
Otu005585	0	0	1	0	0	2	2	0	1	0	1	0	Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage_IIa;f__;g__;s__
Otu005586	0	3	0	1	0	0	0	1	0	0	2	0	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae
Otu005587	0	4	0	1	0	0	1	0	1	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter;s__
Otu005588	1	2	0	1	0	0	1	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__;s__
Otu005589	1	0	0	0	1	2	0	0	0	2	1	0	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter
Otu005590	0	2	2	0	0	0	0	0	2	1	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group
Otu005591	0	0	0	1	2	0	0	1	0	0	1	2	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu005592	3	1	0	0	1	1	1	0	0	0	0	0	Root;k__Bacteria;p__Saccharibacteria
Otu005593	0	1	3	2	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__envOPS_17;g__;s__
Otu005594	0	1	1	1	0	1	2	0	0	0	1	0	Root;k__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__
Otu005595	0	0	4	0	1	0	0	0	1	1	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu005596	0	4	2	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Chloroflexi
Otu005597	2	0	0	0	1	0	1	2	0	1	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu005598	4	0	0	0	0	0	2	0	0	0	1	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Otu005599	0	0	0	4	0	1	1	0	0	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__
Otu005600	1	0	0	2	0	0	1	2	1	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu005601	0	1	0	1	2	0	2	0	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera;s__
Otu005602	0	0	0	0	0	0	3	0	0	0	2	2	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__;s__
Otu005603	0	0	2	0	1	1	0	0	0	0	3	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu005604	0	1	2	0	1	0	0	2	0	0	1	0	Root;k__Bacteria;p__WCHB1-60;c__;o__;f__;g__;s__
Otu005605	2	2	0	1	1	0	1	0	0	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu005606	2	1	0	0	1	0	1	1	1	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__S085;o__;f__;g__;s__
Otu005607	0	1	0	0	0	0	0	0	0	0	0	6	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter
Otu005608	0	0	0	0	0	0	0	0	3	1	0	3	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12_marine_group;g__;s__
Otu005609	1	0	2	0	1	3	0	0	0	0	0	0	Root;k__Bacteria
Otu005610	0	0	1	0	1	0	0	1	2	1	1	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillales_Incertae_Sedis;g__Candidatus_Alysiosphaera
Otu005611	0	0	0	0	0	0	0	5	0	0	0	2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas
Otu005612	4	0	0	1	0	0	1	1	0	0	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu005613	0	1	0	1	0	0	0	1	0	1	0	3	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu005614	1	3	0	0	1	1	0	0	1	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu005615	1	2	1	0	0	0	1	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__FFCH5858;g__;s__
Otu005616	0	7	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Acidiferrobacter;s__
Otu005617	0	1	0	0	0	2	2	0	0	1	0	1	Root;k__Bacteria;p__Latescibacteria;c__;o__;f__;g__;s__
Otu005618	1	2	0	2	1	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__OM190
Otu005619	0	0	0	1	1	0	0	1	0	0	1	3	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu005620	1	0	0	0	1	1	2	0	1	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella;s__
Otu005621	0	0	0	0	1	0	3	1	1	0	0	1	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
Otu005622	1	1	0	0	2	0	1	1	0	0	0	1	Root;k__Bacteria
Otu005623	1	2	0	0	0	2	0	1	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu005624	0	0	0	0	5	0	0	0	0	0	1	1	Root;k__Bacteria
Otu005625	0	0	0	0	0	1	1	0	2	1	2	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium
Otu005626	1	2	1	1	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__;s__
Otu005627	0	0	0	1	0	0	0	0	0	2	1	3	Root;k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__
Otu005628	0	1	0	0	0	0	1	1	1	1	0	2	Root;k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
Otu005629	1	0	0	0	0	1	1	1	1	0	2	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__;s__
Otu005630	1	0	6	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
Otu005631	0	1	0	1	1	0	1	0	2	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
Otu005632	1	0	5	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage_IIb;f__;g__;s__
Otu005633	1	0	1	0	0	0	1	0	0	1	1	2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu005634	0	0	7	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__VHS-B3-70;g__;s__
Otu005635	2	1	2	0	0	0	1	0	1	0	0	0	Root;k__Bacteria
Otu005636	0	2	0	1	1	0	2	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu005637	3	0	0	0	2	0	1	0	0	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella;s__
Otu005638	0	2	0	0	1	0	1	1	1	0	1	0	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus_Chloroploca
Otu005639	1	2	0	1	1	1	1	0	0	0	0	0	Root;k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
Otu005640	0	1	1	0	0	0	1	0	4	0	0	0	Root;k__Bacteria;p__Chloroflexi
Otu005641	1	3	1	0	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae;g__Peredibacter
Otu005642	1	2	0	0	1	0	1	0	2	0	0	0	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu005643	1	1	0	0	0	0	0	4	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu005644	0	0	0	0	0	0	0	0	0	2	0	5	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales
Otu005645	1	2	1	0	1	0	1	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
Otu005646	0	2	0	2	1	0	0	2	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
Otu005647	3	1	0	1	1	1	0	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
Otu005648	0	0	0	2	0	1	1	3	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
Otu005649	0	0	0	5	0	0	0	1	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Solimonadaceae
Otu005650	0	0	0	0	0	0	2	0	2	2	0	1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales
Otu005651	0	1	0	2	0	0	1	2	0	0	0	1	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu005652	0	3	0	0	0	0	2	1	0	1	0	0	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__FFCH7168;g__;s__
Otu005653	1	1	0	1	1	0	0	0	1	1	0	1	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
Otu005654	0	1	1	0	2	0	1	1	0	0	1	0	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu005655	1	2	0	0	1	0	0	0	0	0	3	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Byssovorax;s__
Otu005656	5	1	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu005657	1	1	0	0	0	0	0	0	0	4	0	1	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu005658	0	3	1	0	0	0	1	1	0	0	1	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu005659	0	1	3	0	0	3	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__
Otu005660	3	1	0	1	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Shimazuella
Otu005661	1	1	2	0	1	0	1	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
Otu005662	0	1	0	2	0	0	0	0	1	2	0	1	Root;k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
Otu005663	2	0	0	0	0	0	2	1	1	0	1	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Otu005664	1	1	0	2	1	1	0	0	0	1	0	0	Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage_IIa;f__;g__;s__
Otu005665	1	0	0	0	2	0	1	3	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
Otu005666	0	0	0	1	1	1	2	0	0	1	0	1	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__NS11-12_marine_group;g__;s__
Otu005667	0	0	1	0	0	2	0	0	1	2	1	0	Root;k__Bacteria;p__Verrucomicrobia
Otu005668	2	0	5	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Luteolibacter;s__
Otu005669	0	2	0	0	0	0	1	0	2	2	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces
Otu005670	0	4	2	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
Otu005671	0	4	0	0	1	1	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu005672	2	2	1	1	1	0	0	0	0	0	0	0	Root;k__Bacteria
Otu005673	0	1	0	0	1	1	0	0	0	3	0	1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
Otu005674	0	1	1	0	0	1	1	0	0	0	2	1	Root;k__Bacteria;p__Chloroflexi
Otu005675	0	0	1	1	4	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
Otu005676	0	0	0	0	0	1	1	1	2	1	1	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu005677	0	0	0	0	1	0	1	0	0	2	0	3	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu005678	1	2	0	0	1	1	0	1	1	0	0	0	Root;k__Bacteria
Otu005679	0	2	0	0	3	0	1	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus
Otu005680	0	6	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu005681	0	0	0	0	4	1	1	0	1	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae
Otu005682	0	0	0	0	0	1	1	1	0	3	0	1	Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__
Otu005683	0	0	6	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;s__
Otu005684	0	0	0	0	0	0	1	3	2	1	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
Otu005685	0	0	0	0	0	0	0	1	0	5	0	1	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae
Otu005686	2	0	0	0	2	0	0	1	0	0	2	0	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__480-2;g__Conexibacter_woesei_Iso977N;s__Conexibacter_woesei_Iso977N
Otu005687	3	0	0	0	0	0	1	1	1	0	0	1	Root;k__Bacteria;p__Cyanobacteria;c__Chloroplast
Otu005688	0	5	0	1	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pirellula;s__
Otu005689	0	1	0	1	2	2	1	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__envOPS_17;g__;s__
Otu005690	0	0	0	0	0	0	0	3	0	3	1	0	Root;k__Bacteria
Otu005691	1	1	2	0	0	0	0	2	0	0	0	1	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu005692	0	1	0	2	0	1	0	1	1	1	0	0	Root;k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__;g__;s__
Otu005693	1	1	1	1	0	0	2	0	1	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Candidatus_Chloroploca
Otu005694	0	2	0	4	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu005695	1	0	0	0	2	0	1	0	1	2	0	0	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__
Otu005696	2	1	2	0	0	0	0	0	0	0	0	2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu005697	0	0	1	0	1	0	1	2	1	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillales_Incertae_Sedis;g__Candidatus_Alysiosphaera;s__
Otu005698	1	0	0	0	0	1	0	1	0	3	1	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu005699	1	4	0	0	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu005700	2	0	0	0	0	0	1	0	0	0	3	1	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu005701	1	3	0	0	2	1	0	0	0	0	0	0	Root;k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible_genus_04;s__
Otu005702	0	1	0	0	0	0	1	0	4	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__;s__
Otu005703	2	0	1	0	4	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
Otu005704	2	1	2	0	1	0	0	0	0	0	1	0	Root;k__Bacteria
Otu005705	0	2	2	0	1	1	0	0	0	1	0	0	Root;k__Bacteria
Otu005706	0	2	0	0	0	1	0	0	1	0	1	2	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae
Otu005707	0	0	0	0	0	0	0	0	1	3	1	2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Pseudospirillum;s__
Otu005708	0	0	0	0	0	0	1	0	1	2	3	0	Root;k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__
Otu005709	0	1	1	1	2	0	0	0	0	1	1	0	Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage_IIa;f__;g__;s__
Otu005710	0	1	0	0	0	1	2	2	0	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
Otu005711	0	0	1	1	4	0	0	0	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__mle1-27
Otu005712	1	2	0	0	0	0	1	0	0	0	0	3	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
Otu005713	2	0	1	0	0	1	1	1	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
Otu005714	0	3	2	0	0	0	0	0	0	1	0	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium
Otu005715	1	1	0	0	0	0	1	0	2	1	0	1	Root;k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
Otu005716	1	0	1	0	1	0	0	1	0	1	0	2	Root;k__Bacteria
Otu005717	0	0	6	0	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__AKIW781;g__;s__
Otu005718	0	0	0	0	1	0	0	4	2	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu005719	0	0	0	0	0	1	1	2	1	1	1	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
Otu005720	1	1	4	0	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu005721	0	2	1	0	0	1	0	1	0	1	1	0	Root;k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__;f__;g__;s__
Otu005722	0	3	0	0	0	1	2	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__I-8;s__
Otu005723	4	1	0	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__SM2F11;c__;o__;f__;g__;s__
