Otu	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-1	TC-2	TC-3
Otu005042	0	3	0	0	1	0	1	2	2	0	0	0
Otu005043	1	0	0	0	3	1	2	1	0	1	0	0
Otu005044	0	1	0	0	0	0	3	1	1	1	1	1
Otu005045	1	0	3	0	0	0	3	1	0	0	0	1
Otu005046	1	4	1	0	1	0	2	0	0	0	0	0
Otu005047	2	1	1	0	0	0	0	3	1	1	0	0
Otu005048	0	1	0	0	0	0	0	0	4	0	2	2
Otu005049	0	1	0	3	1	0	0	1	0	3	0	0
Otu005050	3	4	0	1	0	0	0	0	0	0	1	0
Otu005051	0	6	2	0	0	0	0	1	0	0	0	0
Otu005052	0	0	0	0	1	0	4	2	1	1	0	0
Otu005053	1	1	0	0	0	2	0	4	1	0	0	0
Otu005054	0	4	1	0	0	0	0	1	1	0	1	1
Otu005055	1	0	3	1	0	0	1	1	1	1	0	0
Otu005056	4	1	1	0	1	0	0	1	0	0	0	1
Otu005057	1	2	1	0	0	1	0	0	0	0	0	4
Otu005058	0	2	2	0	0	0	0	2	0	0	0	3
Otu005059	6	1	0	0	0	1	0	1	0	0	0	0
Otu005060	0	1	0	0	0	0	0	0	0	8	0	0
Otu005061	2	1	1	2	0	0	1	0	2	0	0	0
Otu005062	1	0	0	1	1	0	2	2	0	1	0	1
Otu005063	3	0	1	1	1	0	2	1	0	0	0	0
Otu005064	1	2	0	0	1	1	0	3	1	0	0	0
Otu005065	2	4	0	0	0	1	0	1	1	0	0	0
Otu005066	2	0	0	0	3	3	1	0	0	0	0	0
Otu005067	1	5	2	0	0	0	0	1	0	0	0	0
Otu005068	0	1	0	0	0	0	3	2	2	0	1	0
Otu005069	2	6	0	0	1	0	0	0	0	0	0	0
Otu005070	0	2	0	0	0	0	0	3	1	1	1	1
Otu005071	0	0	0	1	0	1	1	1	0	0	0	5
Otu005072	2	1	2	0	1	0	2	0	0	0	1	0
Otu005073	1	1	1	3	0	0	0	0	2	0	0	1
Otu005074	0	1	0	0	0	0	0	0	5	2	1	0
Otu005075	0	0	0	0	1	0	0	0	0	1	0	7
Otu005076	0	2	1	0	0	0	1	0	4	0	1	0
Otu005077	2	1	0	1	1	0	0	1	1	1	0	1
Otu005078	2	0	3	0	1	0	0	0	2	0	1	0
Otu005079	1	0	0	0	0	1	2	0	2	2	0	1
Otu005080	0	3	0	0	0	1	4	0	1	0	0	0
Otu005081	0	3	0	1	1	0	2	1	0	1	0	0
Otu005082	0	0	0	0	1	0	1	1	1	2	1	2
Otu005083	0	1	0	0	2	1	0	0	0	3	1	1
Otu005084	0	0	0	0	0	0	2	5	1	0	0	1
Otu005085	2	1	1	0	0	0	0	2	1	0	2	0
Otu005086	0	2	3	1	1	1	0	0	0	0	0	1
Otu005087	1	1	1	0	0	0	3	0	1	0	2	0
Otu005088	0	0	1	1	2	0	0	1	1	1	1	1
Otu005089	2	1	2	0	1	0	0	0	1	0	0	2
Otu005090	0	0	0	0	0	0	0	4	0	0	5	0
Otu005091	2	1	0	0	3	0	0	2	1	0	0	0
Otu005092	0	1	6	0	1	1	0	0	0	0	0	0
Otu005093	1	2	0	0	0	1	1	0	1	0	2	1
Otu005094	0	0	0	3	1	3	1	0	0	0	0	1
Otu005095	0	3	0	1	0	0	2	1	2	0	0	0
Otu005096	3	0	3	0	0	0	3	0	0	0	0	0
Otu005097	0	3	1	3	0	1	0	1	0	0	0	0
Otu005098	2	3	1	1	1	0	0	0	0	1	0	0
Otu005099	0	2	1	0	1	2	0	0	1	0	0	2
Otu005100	5	2	0	0	0	0	0	0	2	0	0	0
Otu005101	2	1	0	2	1	0	2	0	1	0	0	0
Otu005102	0	1	0	1	1	0	0	1	0	3	1	1
Otu005103	1	1	0	1	1	0	2	1	0	0	1	1
Otu005104	1	0	0	0	3	1	0	2	0	0	0	2
Otu005105	1	1	0	1	0	0	0	4	0	0	0	2
Otu005106	0	0	0	0	0	1	2	3	0	1	1	1
Otu005107	0	0	0	1	0	0	0	6	0	1	0	1
Otu005108	3	0	2	1	0	0	0	1	0	0	0	2
Otu005109	0	1	0	1	5	0	0	1	0	1	0	0
Otu005110	5	0	0	0	0	1	1	2	0	0	0	0
Otu005111	0	2	3	0	0	1	0	1	0	0	1	1
Otu005112	0	1	1	0	0	0	0	3	1	2	0	1
Otu005113	1	1	3	1	0	1	0	2	0	0	0	0
Otu005114	5	1	3	0	0	0	0	0	0	0	0	0
Otu005115	1	0	4	0	0	0	1	0	0	0	1	2
Otu005116	0	3	1	0	0	0	0	2	2	1	0	0
Otu005117	1	4	0	0	1	0	0	1	1	0	1	0
Otu005118	3	0	2	0	2	0	0	0	2	0	0	0
Otu005119	0	3	1	1	0	1	0	2	1	0	0	0
Otu005120	0	0	1	2	1	0	2	0	0	1	0	2
Otu005121	3	0	2	1	0	1	1	0	1	0	0	0
Otu005122	2	3	0	0	0	1	1	1	1	0	0	0
Otu005123	0	2	0	0	1	0	2	0	3	1	0	0
Otu005124	0	4	1	0	0	0	1	1	1	0	0	1
Otu005125	0	1	0	0	1	1	0	3	2	1	0	0
Otu005126	0	5	0	0	0	0	0	2	0	2	0	0
Otu005127	1	2	1	1	1	2	1	0	0	0	0	0
Otu005128	4	1	1	0	0	1	0	0	1	0	0	1
Otu005129	1	2	0	1	1	0	0	1	1	0	2	0
Otu005130	2	1	0	0	0	1	1	0	0	1	0	3
Otu005131	0	9	0	0	0	0	0	0	0	0	0	0
Otu005132	2	1	3	1	0	1	0	0	0	0	0	1
Otu005133	1	3	0	0	1	1	2	0	0	0	0	1
Otu005134	0	3	0	0	1	0	0	0	0	2	0	3
Otu005135	0	3	0	0	0	1	1	2	2	0	0	0
Otu005136	1	1	1	0	0	1	0	2	2	0	1	0
Otu005137	2	0	1	0	3	0	1	0	1	1	0	0
Otu005138	1	0	0	0	0	1	1	3	1	2	0	0
Otu005139	0	1	2	0	0	0	1	1	1	0	0	3
Otu005140	0	1	7	0	0	0	0	0	0	0	1	0
Otu005141	0	0	1	0	1	0	0	1	2	1	2	1
Otu005142	0	0	0	0	0	0	3	1	4	0	0	1
Otu005143	1	1	4	0	0	0	1	2	0	0	0	0
Otu005144	3	0	0	0	0	0	1	1	0	4	0	0
Otu005145	1	1	0	2	0	2	1	1	1	0	0	0
Otu005146	0	0	0	0	0	0	0	0	9	0	0	0
Otu005147	1	3	1	0	4	0	0	0	0	0	0	0
Otu005148	0	1	0	1	1	2	1	0	1	1	0	1
Otu005149	1	0	3	1	2	0	0	0	2	0	0	0
Otu005150	0	1	0	0	0	0	1	1	2	0	3	1
Otu005151	0	0	0	0	0	0	0	0	1	3	2	3
Otu005152	0	2	0	0	0	0	2	1	1	1	0	2
Otu005153	1	0	0	1	0	0	3	4	0	0	0	0
Otu005154	0	0	2	0	3	2	0	1	1	0	0	0
Otu005155	3	0	1	0	0	0	0	1	2	0	0	2
Otu005156	1	3	3	0	0	1	0	0	0	1	0	0
Otu005157	0	2	1	0	1	1	0	0	1	0	2	1
Otu005158	0	0	0	0	0	0	0	1	7	1	0	0
Otu005159	1	2	0	0	0	0	0	5	0	1	0	0
Otu005160	0	0	0	0	0	0	1	2	2	0	0	4
Otu005161	0	2	0	0	0	1	0	2	2	2	0	0
Otu005162	0	1	0	0	2	0	0	0	2	0	3	1
Otu005163	0	0	0	0	2	0	1	3	1	2	0	0
Otu005164	0	1	0	2	3	0	2	0	1	0	0	0
Otu005165	1	4	1	0	2	0	0	0	0	1	0	0
Otu005166	2	0	1	1	0	0	0	1	2	0	0	2
Otu005167	0	3	0	0	0	2	1	0	0	0	0	3
Otu005168	5	2	0	1	0	0	0	0	1	0	0	0
Otu005169	3	1	0	0	1	3	0	0	0	0	0	1
Otu005170	1	1	2	0	0	0	1	2	1	0	0	1
Otu005171	0	0	0	2	1	1	0	5	0	0	0	0
Otu005172	4	0	0	0	1	0	0	2	2	0	0	0
Otu005173	0	3	0	1	0	1	0	0	2	1	0	1
Otu005174	0	4	0	0	0	1	0	2	2	0	0	0
Otu005175	1	4	0	1	3	0	0	0	0	0	0	0
Otu005176	1	0	0	0	0	1	0	1	2	2	0	2
Otu005177	2	0	0	0	1	1	2	2	0	1	0	0
Otu005178	1	3	2	0	0	2	0	1	0	0	0	0
Otu005179	0	1	0	0	1	0	1	4	1	1	0	0
Otu005180	4	0	0	0	1	2	0	0	0	1	0	1
Otu005181	1	0	0	0	2	0	1	3	1	1	0	0
Otu005182	2	0	3	1	1	0	0	0	0	0	0	2
Otu005183	0	1	0	1	0	2	1	2	2	0	0	0
Otu005184	0	0	0	3	0	2	1	1	0	1	0	1
Otu005185	4	0	0	2	0	2	0	0	0	1	0	0
Otu005186	2	2	0	0	0	0	0	4	0	1	0	0
Otu005187	1	1	0	0	1	0	0	0	1	0	0	5
Otu005188	2	1	1	0	0	0	1	4	0	0	0	0
Otu005189	2	0	2	0	0	0	1	2	1	0	0	1
Otu005190	0	8	0	0	1	0	0	0	0	0	0	0
Otu005191	0	0	0	0	0	0	0	2	1	0	0	6
Otu005192	2	4	1	0	0	0	0	0	1	1	0	0
Otu005193	1	1	2	0	0	1	0	0	1	1	1	1
Otu005194	0	1	0	2	0	1	2	0	0	1	1	1
Otu005195	0	2	2	0	2	0	0	0	2	1	0	0
Otu005196	0	1	0	3	5	0	0	0	0	0	0	0
Otu005197	0	0	0	0	0	0	1	2	4	2	0	0
Otu005198	0	0	0	0	1	1	1	1	5	0	0	0
Otu005199	0	7	2	0	0	0	0	0	0	0	0	0
Otu005200	2	3	0	0	0	0	0	2	1	0	0	1
Otu005201	0	1	4	0	0	0	0	1	3	0	0	0
Otu005202	2	4	0	0	0	1	0	1	0	1	0	0
Otu005203	2	0	0	0	1	0	0	1	3	0	0	2
Otu005204	0	0	5	0	0	1	1	2	0	0	0	0
Otu005205	1	1	0	0	1	0	0	4	0	1	0	1
Otu005206	1	2	0	0	1	0	0	1	3	1	0	0
Otu005207	2	0	3	0	0	0	2	0	0	2	0	0
Otu005208	3	2	3	0	0	0	0	0	0	0	0	1
Otu005209	3	2	0	0	0	0	0	1	0	0	0	3
Otu005210	3	0	2	0	0	1	0	1	2	0	0	0
Otu005211	0	1	2	1	1	0	1	0	1	1	1	0
Otu005212	1	1	0	0	1	0	0	1	1	1	0	3
Otu005213	0	0	0	0	0	0	1	0	3	0	5	0
Otu005214	2	0	2	0	1	0	2	1	0	0	1	0
Otu005215	0	1	0	1	0	3	0	3	0	0	0	1
Otu005216	0	0	0	0	0	1	2	1	5	0	0	0
Otu005217	0	0	0	0	0	0	1	1	0	0	1	6
Otu005218	0	2	1	0	1	1	1	1	1	0	0	1
Otu005219	2	0	0	1	2	1	0	0	1	0	2	0
Otu005220	0	2	3	0	2	0	0	0	0	1	0	1
Otu005221	1	5	2	0	1	0	0	0	0	0	0	0
Otu005222	1	0	0	0	0	2	0	2	2	0	1	1
Otu005223	1	0	3	1	0	0	2	0	0	2	0	0
Otu005224	0	0	0	0	0	0	0	0	1	2	4	2
Otu005225	0	1	0	2	0	4	0	0	1	0	0	1
Otu005226	0	3	0	0	1	1	3	1	0	0	0	0
Otu005227	0	4	0	1	3	0	0	1	0	0	0	0
Otu005228	5	2	0	0	0	1	0	0	0	0	1	0
Otu005229	2	2	0	0	0	0	2	2	0	0	0	1
Otu005230	0	1	3	1	0	0	2	0	1	1	0	0
Otu005231	0	1	0	1	0	1	3	0	0	2	0	1
Otu005232	0	0	0	0	0	0	0	0	0	3	5	1
Otu005233	2	2	2	0	0	0	0	1	2	0	0	0
Otu005234	0	0	0	0	0	0	1	0	3	2	0	3
Otu005235	0	0	0	1	0	0	1	1	1	2	0	3
Otu005236	0	0	0	0	0	0	0	0	0	1	4	4
Otu005237	1	0	0	0	0	0	2	0	0	1	4	1
Otu005238	2	0	0	0	0	0	2	3	2	0	0	0
Otu005239	1	1	4	0	0	3	0	0	0	0	0	0
Otu005240	1	1	0	1	0	0	1	0	0	1	0	4
Otu005241	0	2	3	1	0	1	0	0	1	0	1	0
Otu005242	0	2	4	1	1	0	0	1	0	0	0	0
Otu005243	0	3	1	1	1	1	0	0	0	1	0	1
Otu005244	5	0	1	0	1	0	1	1	0	0	0	0
Otu005245	0	1	0	0	1	0	1	5	0	0	1	0
Otu005246	5	2	0	0	0	0	0	0	0	2	0	0
Otu005247	1	0	5	0	1	0	1	0	1	0	0	0
Otu005248	0	0	1	0	0	0	1	2	3	0	1	1
Otu005249	0	1	4	1	1	0	0	0	1	1	0	0
Otu005250	0	0	0	0	0	0	0	9	0	0	0	0
Otu005251	0	2	2	0	0	0	0	0	2	0	0	3
Otu005252	0	2	0	1	1	2	1	0	1	1	0	0
Otu005253	3	1	1	0	1	1	0	0	0	1	1	0
Otu005254	4	1	2	0	1	0	0	1	0	0	0	0
Otu005255	0	6	0	0	0	3	0	0	0	0	0	0
Otu005256	2	2	1	0	1	0	1	0	1	0	1	0
Otu005257	5	1	1	1	0	0	1	0	0	0	0	0
Otu005258	0	0	0	0	2	0	1	3	3	0	0	0
Otu005259	0	7	1	0	0	1	0	0	0	0	0	0
Otu005260	0	0	0	0	0	0	2	1	0	3	0	3
Otu005261	1	1	0	1	1	1	3	0	0	0	0	1
Otu005262	0	0	0	6	1	0	1	0	0	0	1	0
Otu005263	0	0	2	0	0	0	0	0	3	1	2	1
Otu005264	2	1	1	0	1	0	0	0	0	1	1	2
Otu005265	3	0	0	0	0	0	1	0	5	0	0	0
Otu005266	2	4	0	0	0	0	0	0	2	0	0	1
Otu005267	0	1	0	1	4	2	0	0	0	0	1	0
Otu005268	2	4	0	2	0	0	1	0	0	0	0	0
Otu005269	2	3	0	0	3	0	0	0	1	0	0	0
Otu005270	0	3	0	1	1	0	2	0	0	1	0	1
Otu005271	0	0	0	0	1	0	0	2	4	0	2	0
Otu005272	0	2	3	1	0	0	2	1	0	0	0	0
Otu005273	0	0	1	1	1	0	0	5	0	0	0	1
Otu005274	3	0	0	1	1	1	2	0	0	0	1	0
Otu005275	1	1	1	1	1	0	0	0	1	2	1	0
Otu005276	0	0	0	0	2	3	2	0	1	1	0	0
Otu005277	0	0	5	2	0	0	0	0	0	0	1	1
Otu005278	1	3	1	1	0	0	0	2	1	0	0	0
Otu005279	1	0	0	0	0	1	1	4	2	0	0	0
Otu005280	0	6	0	0	1	0	0	0	2	0	0	0
Otu005281	0	0	0	0	0	0	1	2	3	1	0	2
Otu005282	4	1	0	1	0	0	0	1	1	0	0	1
Otu005283	2	1	0	1	1	0	0	0	3	0	1	0
Otu005284	0	3	1	0	3	0	0	0	0	1	0	0
Otu005285	0	0	1	0	0	0	0	0	1	3	3	0
Otu005286	1	0	0	0	0	0	0	1	1	2	1	2
Otu005287	4	1	1	0	0	0	0	1	1	0	0	0
Otu005288	2	0	0	1	1	0	0	0	3	0	1	0
Otu005289	0	1	1	1	2	0	1	0	2	0	0	0
Otu005290	0	1	0	0	4	0	0	0	1	0	2	0
Otu005291	0	0	0	0	8	0	0	0	0	0	0	0
Otu005292	0	0	0	0	0	0	3	2	1	2	0	0
Otu005293	0	3	0	0	0	1	1	2	1	0	0	0
Otu005294	0	6	0	0	0	0	0	0	1	1	0	0
Otu005295	3	1	0	1	1	0	0	2	0	0	0	0
Otu005296	0	1	1	1	1	0	1	1	0	0	0	2
Otu005297	0	2	0	1	0	1	1	1	1	1	0	0
Otu005298	6	0	0	0	1	0	0	1	0	0	0	0
Otu005299	0	2	0	1	0	1	0	0	0	4	0	0
Otu005300	1	2	0	1	0	0	0	2	1	1	0	0
Otu005301	2	2	1	0	0	0	0	0	2	0	0	1
Otu005302	0	2	0	0	0	0	0	0	2	1	0	3
Otu005303	1	2	1	2	1	0	0	0	0	0	1	0
Otu005304	0	0	6	0	0	0	0	1	0	0	0	1
Otu005305	0	6	0	0	0	0	0	0	1	0	0	1
Otu005306	2	4	2	0	0	0	0	0	0	0	0	0
Otu005307	0	0	0	1	0	0	1	0	0	1	0	5
Otu005308	3	1	1	1	2	0	0	0	0	0	0	0
Otu005309	0	1	0	0	0	0	2	3	1	1	0	0
Otu005310	2	1	2	1	0	0	1	0	1	0	0	0
Otu005311	2	0	0	0	1	0	2	0	2	0	0	1
Otu005312	2	1	1	0	2	0	1	0	1	0	0	0
Otu005313	0	2	0	5	0	0	1	0	0	0	0	0
Otu005314	0	1	2	0	1	1	1	0	1	1	0	0
Otu005315	4	0	0	0	2	2	0	0	0	0	0	0
Otu005316	0	0	0	0	2	0	0	0	0	0	1	5
Otu005317	0	3	2	0	0	0	1	0	0	0	0	2
Otu005318	0	0	5	0	0	0	0	1	1	0	0	1
Otu005319	0	0	1	0	2	0	0	0	1	3	1	0
Otu005320	1	1	0	0	1	0	0	1	1	1	1	1
Otu005321	0	1	6	0	0	0	0	0	1	0	0	0
Otu005322	0	1	3	1	0	1	1	1	0	0	0	0
Otu005323	0	0	0	0	0	0	0	1	3	0	4	0
Otu005324	0	0	0	1	2	0	0	0	4	1	0	0
Otu005325	1	1	0	0	0	2	1	1	2	0	0	0
Otu005326	0	0	0	1	3	1	1	0	2	0	0	0
Otu005327	1	1	2	1	1	0	0	0	1	1	0	0
Otu005328	2	1	0	2	0	0	1	2	0	0	0	0
Otu005329	2	0	1	0	2	1	1	0	0	0	1	0
Otu005330	1	4	0	0	1	0	0	0	0	1	0	1
Otu005331	1	0	0	1	1	0	0	1	0	2	0	2
Otu005332	1	1	5	0	0	0	0	0	0	0	0	1
Otu005333	2	1	0	1	0	1	0	0	0	0	1	2
Otu005334	0	2	0	0	2	0	2	1	0	0	1	0
Otu005335	1	5	0	0	1	1	0	0	0	0	0	0
Otu005336	0	2	1	0	0	2	0	0	2	0	0	1
Otu005337	0	0	3	0	1	1	0	1	1	0	1	0
Otu005338	0	0	2	4	0	2	0	0	0	0	0	0
Otu005339	1	1	0	0	1	1	0	0	2	2	0	0
Otu005340	0	0	0	0	2	0	0	1	0	2	0	3
Otu005341	0	0	0	2	0	0	2	1	0	0	0	3
Otu005342	1	0	0	0	1	0	0	1	1	1	1	2
Otu005343	0	1	1	0	1	2	1	0	1	0	1	0
Otu005344	2	2	0	1	1	1	0	0	0	1	0	0
Otu005345	0	2	0	0	1	0	0	0	0	0	1	4
Otu005346	0	0	0	0	0	0	2	1	2	1	0	2
Otu005347	0	2	0	0	2	1	1	0	1	1	0	0
Otu005348	0	0	6	0	0	2	0	0	0	0	0	0
Otu005349	0	1	0	1	0	0	2	1	2	0	0	1
Otu005350	0	0	0	2	0	0	0	0	0	6	0	0
Otu005351	0	0	0	0	1	0	1	0	4	0	0	2
Otu005352	0	1	0	0	0	0	2	0	0	1	3	1
Otu005353	1	0	3	2	1	0	0	1	0	0	0	0
Otu005354	0	0	0	0	0	3	0	2	0	0	1	2
Otu005355	0	2	1	0	1	0	0	2	0	0	0	2
Otu005356	0	2	2	1	0	1	1	0	0	0	0	1
Otu005357	0	1	0	1	0	0	3	0	0	2	0	1
Otu005358	0	3	1	0	3	0	0	0	0	0	0	1
Otu005359	0	0	0	1	2	0	0	0	0	4	0	1
Otu005360	0	1	0	0	2	0	1	1	0	3	0	0
Otu005361	1	0	0	0	0	1	1	1	2	1	1	0
Otu005362	2	2	0	0	0	0	0	1	2	0	0	1
Otu005363	0	1	1	0	0	0	0	3	0	2	1	0
Otu005364	0	0	0	0	0	0	0	0	0	4	4	0
Otu005365	0	2	0	2	0	1	2	0	0	1	0	0
Otu005366	0	1	0	1	0	1	0	1	0	0	0	4
Otu005367	0	3	0	2	0	2	0	0	0	0	0	1
Otu005368	3	0	0	1	0	0	0	2	1	1	0	0
Otu005369	0	1	1	0	0	3	1	1	1	0	0	0
Otu005370	0	5	0	1	0	0	1	1	0	0	0	0
Otu005371	1	0	2	0	3	0	1	1	0	0	0	0
Otu005372	0	0	1	0	2	0	0	1	1	0	3	0
Otu005373	0	5	0	0	0	0	0	0	1	0	0	2
Otu005374	0	1	7	0	0	0	0	0	0	0	0	0
Otu005375	2	0	1	3	1	0	0	0	1	0	0	0
Otu005376	1	2	2	0	1	2	0	0	0	0	0	0
Otu005377	2	0	0	0	1	0	0	1	2	1	1	0
Otu005378	3	3	0	0	0	0	1	1	0	0	0	0
Otu005379	3	1	0	2	0	0	1	0	0	1	0	0
Otu005380	1	1	0	0	1	1	0	3	0	0	1	0
Otu005381	1	2	0	0	0	0	0	3	0	0	0	2
Otu005382	0	1	0	0	0	0	0	5	2	0	0	0
Otu005383	1	0	3	0	1	0	0	1	1	0	0	1
Otu005384	1	1	2	0	0	0	0	2	0	1	1	0
Otu005385	4	0	0	0	3	0	0	0	1	0	0	0
Otu005386	4	1	0	0	0	2	0	1	0	0	0	0
Otu005387	0	0	0	0	0	0	2	1	0	0	0	5
Otu005388	0	1	1	1	1	0	1	0	3	0	0	0
Otu005389	1	2	0	1	1	0	1	0	1	0	0	1
Otu005390	1	1	4	0	0	0	1	0	1	0	0	0
Otu005391	0	0	1	0	0	1	1	2	2	0	0	1
Otu005392	0	0	3	1	2	0	0	0	1	0	1	0
Otu005393	2	3	1	0	2	0	0	0	0	0	0	0
Otu005394	0	0	0	1	0	0	1	3	2	0	1	0
Otu005395	1	3	1	0	0	0	1	0	0	1	1	0
Otu005396	2	3	1	0	0	0	0	1	0	0	0	1
Otu005397	0	0	0	0	1	0	0	0	3	0	1	3
Otu005398	0	1	0	0	2	0	0	3	0	0	0	2
Otu005399	0	1	0	0	0	1	4	0	2	0	0	0
Otu005400	2	0	3	0	2	0	0	0	0	0	0	1
Otu005401	0	4	0	0	0	0	0	1	2	0	1	0
Otu005402	3	0	1	0	1	0	2	1	0	0	0	0
Otu005403	1	0	2	2	1	1	0	0	0	0	1	0
Otu005404	2	0	0	0	0	1	2	2	1	0	0	0
Otu005405	1	2	0	0	0	0	3	0	1	0	0	1
Otu005406	3	1	0	2	0	0	0	0	0	0	1	1
Otu005407	0	1	3	0	0	3	1	0	0	0	0	0
Otu005408	2	2	0	1	1	0	0	1	1	0	0	0
Otu005409	1	0	2	1	1	0	0	2	0	0	1	0
Otu005410	0	4	1	1	0	1	0	0	1	0	0	0
Otu005411	1	0	2	0	1	3	0	1	0	0	0	0
Otu005412	0	0	0	2	1	0	1	1	0	1	2	0
Otu005413	2	0	1	0	0	1	4	0	0	0	0	0
Otu005414	1	0	0	2	0	0	0	2	0	1	2	0
Otu005415	1	0	0	0	1	0	0	0	0	2	2	2
Otu005416	2	0	0	0	0	0	0	0	0	1	4	1
Otu005417	2	1	0	1	1	0	0	2	0	0	1	0
Otu005418	0	4	0	0	3	1	0	0	0	0	0	0
Otu005419	0	0	0	0	1	1	2	0	0	1	0	3
Otu005420	0	2	0	0	0	2	1	0	0	0	0	3
Otu005421	0	0	0	1	0	1	0	3	1	0	0	2
Otu005422	1	0	0	1	0	3	0	0	1	0	0	2
Otu005423	0	2	0	2	0	0	1	0	2	1	0	0
Otu005424	0	3	4	0	0	0	0	0	0	0	0	1
Otu005425	6	0	0	1	0	0	0	1	0	0	0	0
Otu005426	0	1	0	0	4	0	0	2	0	1	0	0
Otu005427	2	3	0	0	1	2	0	0	0	0	0	0
Otu005428	0	0	0	0	0	0	0	0	2	0	1	5
Otu005429	0	1	0	2	0	2	1	0	2	0	0	0
Otu005430	1	2	1	1	2	1	0	0	0	0	0	0
Otu005431	1	1	1	1	1	0	0	1	1	1	0	0
Otu005432	0	0	0	1	0	1	0	2	2	0	0	2
Otu005433	0	5	0	0	1	1	0	0	1	0	0	0
Otu005434	1	1	3	1	2	0	0	0	0	0	0	0
Otu005435	0	0	0	0	0	1	2	5	0	0	0	0
Otu005436	1	0	0	0	1	0	1	5	0	0	0	0
Otu005437	3	1	4	0	0	0	0	0	0	0	0	0
Otu005438	0	0	0	0	0	0	0	0	0	0	0	8
Otu005439	0	0	1	3	0	0	0	3	0	1	0	0
Otu005440	0	2	0	0	0	0	0	6	0	0	0	0
Otu005441	2	0	1	0	2	1	2	0	0	0	0	0
Otu005442	0	4	4	0	0	0	0	0	0	0	0	0
Otu005443	0	5	0	0	0	0	1	2	0	0	0	0
Otu005444	2	0	1	2	0	0	0	3	0	0	0	0
Otu005445	0	0	2	0	0	0	1	0	0	1	0	4
Otu005446	1	0	1	0	2	1	0	0	0	1	1	1
Otu005447	0	2	3	1	0	0	0	1	1	0	0	0
Otu005448	3	0	0	3	1	0	1	0	0	0	0	0
Otu005449	0	0	0	2	1	0	1	0	4	0	0	0
Otu005450	1	1	0	0	2	0	1	1	0	1	0	1
Otu005451	2	2	0	0	0	0	0	4	0	0	0	0
Otu005452	0	0	2	0	0	0	1	0	2	0	1	2
Otu005453	1	0	0	0	0	0	0	0	1	1	1	4
Otu005454	2	4	2	0	0	0	0	0	0	0	0	0
Otu005455	0	1	3	0	0	0	0	1	1	0	0	2
Otu005456	2	1	0	0	2	2	0	0	1	0	0	0
Otu005457	0	0	2	0	1	0	0	0	0	0	2	3
Otu005458	0	1	0	2	0	0	1	3	1	0	0	0
Otu005459	0	4	3	0	0	0	1	0	0	0	0	0
Otu005460	2	1	1	0	1	0	1	0	0	0	0	2
Otu005461	0	3	0	0	1	0	1	2	0	1	0	0
Otu005462	1	1	0	0	1	0	1	1	1	2	0	0
Otu005463	4	0	2	0	1	0	0	0	0	1	0	0
Otu005464	1	3	0	1	3	0	0	0	0	0	0	0
Otu005465	2	2	1	1	0	1	0	0	0	1	0	0
Otu005466	0	0	1	1	0	0	3	0	2	0	0	1
Otu005467	1	2	0	1	0	0	0	0	0	2	0	2
Otu005468	0	2	1	1	1	2	0	0	0	0	0	1
Otu005469	1	0	3	0	1	2	0	0	0	0	1	0
Otu005470	0	1	0	1	0	0	2	4	0	0	0	0
Otu005471	0	5	0	0	1	1	0	0	0	0	1	0
Otu005472	0	1	0	1	0	1	0	4	0	0	1	0
Otu005473	0	0	0	0	0	0	1	1	0	2	1	3
Otu005474	1	0	0	0	1	1	3	1	1	0	0	0
Otu005475	1	3	0	1	0	1	0	1	1	0	0	0
Otu005476	1	2	2	1	0	0	0	1	0	1	0	0
Otu005477	3	0	0	0	2	2	0	1	0	0	0	0
Otu005478	0	0	0	0	2	1	1	2	1	0	0	1
Otu005479	0	0	1	0	0	0	0	7	0	0	0	0
Otu005480	0	1	0	0	0	0	1	0	1	2	0	3
Otu005481	0	3	2	0	0	1	1	1	0	0	0	0
Otu005482	0	0	0	0	0	1	1	0	4	0	0	2
Otu005483	0	2	2	0	2	0	0	1	0	0	1	0
Otu005484	3	1	0	0	0	0	0	0	2	0	2	0
Otu005485	2	0	0	1	0	1	0	2	2	0	0	0
Otu005486	0	0	0	0	1	0	0	1	1	1	2	2
Otu005487	2	3	0	0	0	0	0	0	2	1	0	0
Otu005488	3	1	0	0	0	1	1	2	0	0	0	0
Otu005489	1	1	2	0	0	1	0	0	2	1	0	0
Otu005490	0	0	0	0	0	0	3	0	2	0	2	1
Otu005491	2	1	0	0	0	2	2	1	0	0	0	0
Otu005492	0	0	0	0	0	0	0	0	0	0	0	8
Otu005493	3	0	0	1	0	0	2	1	0	0	0	1
Otu005494	0	0	0	0	0	0	0	0	0	6	0	2
Otu005495	1	1	0	2	0	0	0	2	2	0	0	0
Otu005496	0	0	0	0	0	0	2	1	5	0	0	0
Otu005497	1	0	2	0	0	0	0	1	2	0	0	2
Otu005498	2	0	2	0	0	1	0	0	3	0	0	0
Otu005499	2	3	0	0	0	0	1	0	0	2	0	0
Otu005500	1	4	1	0	1	0	0	0	1	0	0	0
Otu005501	2	2	0	0	1	0	1	0	2	0	0	0
Otu005502	0	0	0	1	0	0	0	0	0	0	4	3
Otu005503	0	2	0	0	2	1	0	0	2	0	1	0
Otu005504	5	0	2	0	0	0	1	0	0	0	0	0
Otu005505	2	2	1	0	0	1	2	0	0	0	0	0
