Otu	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-1	TC-2	TC-3
Otu005506	0	0	0	0	2	0	1	2	0	1	0	2
Otu005507	0	0	3	2	0	0	0	0	2	0	0	1
Otu005508	0	2	0	0	1	1	1	0	2	1	0	0
Otu005509	2	3	1	0	2	0	0	0	0	0	0	0
Otu005510	0	1	4	2	0	0	0	0	1	0	0	0
Otu005511	0	0	0	1	1	0	4	1	0	1	0	0
Otu005512	0	1	0	0	0	0	0	0	4	1	1	1
Otu005513	3	1	0	1	0	2	0	1	0	0	0	0
Otu005514	0	1	2	0	2	1	0	0	1	1	0	0
Otu005515	0	3	0	1	1	1	0	2	0	0	0	0
Otu005516	3	0	0	0	0	0	0	0	5	0	0	0
Otu005517	0	2	0	0	0	2	1	2	0	0	0	1
Otu005518	4	0	0	0	0	2	0	0	1	0	0	1
Otu005519	0	1	0	0	4	1	0	1	1	0	0	0
Otu005520	2	2	1	0	1	0	1	0	0	1	0	0
Otu005521	0	3	0	0	2	0	0	1	2	0	0	0
Otu005522	3	2	1	1	0	0	1	0	0	0	0	0
Otu005523	3	1	0	0	0	1	0	1	1	1	0	0
Otu005524	1	4	3	0	0	0	0	0	0	0	0	0
Otu005525	1	2	4	0	0	0	0	0	1	0	0	0
Otu005526	0	0	0	1	2	0	1	2	0	1	1	0
Otu005527	0	0	4	0	1	0	2	0	1	0	0	0
Otu005528	4	1	1	0	0	0	1	1	0	0	0	0
Otu005529	1	0	0	1	2	0	2	2	0	0	0	0
Otu005530	3	4	0	0	0	0	0	0	0	1	0	0
Otu005531	0	0	0	1	0	0	2	3	1	0	1	0
Otu005532	1	2	0	1	0	1	0	0	1	0	1	1
Otu005533	0	1	0	1	0	2	0	1	0	1	0	2
Otu005534	1	2	0	0	1	0	0	1	1	1	0	1
Otu005535	1	1	2	0	0	0	0	1	2	0	1	0
Otu005536	1	2	3	0	0	0	1	0	0	0	0	1
Otu005537	2	0	0	0	1	0	0	0	1	2	0	2
Otu005538	2	0	0	1	0	1	0	4	0	0	0	0
Otu005539	0	0	0	0	0	0	5	1	0	0	1	1
Otu005540	1	1	1	0	0	1	0	0	1	1	0	1
Otu005541	1	1	0	1	3	1	0	0	0	0	0	0
Otu005542	1	0	0	0	0	0	1	0	4	1	0	0
Otu005543	0	0	0	1	0	0	0	1	1	2	0	2
Otu005544	1	3	0	0	0	0	2	1	0	0	0	0
Otu005545	0	1	0	1	0	1	0	2	0	0	2	0
Otu005546	0	0	0	0	0	3	0	1	0	0	3	0
Otu005547	0	1	0	0	2	1	0	2	0	0	1	0
Otu005548	0	3	3	0	0	0	0	0	0	0	0	1
Otu005549	1	1	2	1	0	1	0	0	1	0	0	0
Otu005550	0	4	2	0	0	0	0	0	1	0	0	0
Otu005551	0	3	0	0	0	0	1	1	0	0	2	0
Otu005552	0	1	0	0	3	0	0	1	1	0	1	0
Otu005553	1	1	0	0	0	0	1	1	0	1	1	1
Otu005554	0	1	0	1	0	0	0	0	4	0	0	1
Otu005555	1	0	0	0	0	0	1	0	4	1	0	0
Otu005556	0	2	0	0	1	1	0	0	0	1	1	1
Otu005557	2	2	0	0	0	0	0	1	2	0	0	0
Otu005558	1	0	0	1	2	0	0	0	1	2	0	0
Otu005559	0	0	2	2	0	1	0	0	2	0	0	0
Otu005560	2	1	0	0	3	1	0	0	0	0	0	0
Otu005561	1	1	1	0	0	2	0	0	1	0	0	1
Otu005562	0	0	0	0	2	0	0	2	1	0	2	0
Otu005563	0	2	0	1	2	0	0	0	0	1	0	1
Otu005564	0	1	5	0	0	0	0	0	0	0	0	1
Otu005565	1	1	0	0	0	0	2	2	1	0	0	0
Otu005566	0	0	4	0	1	1	0	0	1	0	0	0
Otu005567	1	1	1	0	0	3	0	0	0	1	0	0
Otu005568	1	1	0	0	0	0	1	2	0	0	0	2
Otu005569	0	0	0	0	0	0	0	5	0	0	0	2
Otu005570	3	1	0	1	0	0	0	0	0	1	1	0
Otu005571	0	0	0	0	1	0	0	2	0	1	1	2
Otu005572	0	1	4	0	1	0	0	1	0	0	0	0
Otu005573	2	3	0	0	1	0	0	1	0	0	0	0
Otu005574	0	0	0	6	1	0	0	0	0	0	0	0
Otu005575	0	1	1	0	2	2	0	0	1	0	0	0
Otu005576	0	1	5	0	0	1	0	0	0	0	0	0
Otu005577	0	0	0	0	0	1	0	3	0	0	1	2
Otu005578	1	0	3	0	0	2	1	0	0	0	0	0
Otu005579	2	1	3	0	0	0	1	0	0	0	0	0
Otu005580	0	0	0	0	0	0	1	1	0	1	0	4
Otu005581	0	1	0	0	0	0	0	1	4	0	0	1
Otu005582	1	0	2	0	2	0	0	1	0	0	1	0
Otu005583	0	4	1	0	0	0	1	1	0	0	0	0
Otu005584	0	0	0	2	2	0	0	2	0	0	0	1
Otu005585	0	0	1	0	0	2	2	0	1	0	1	0
Otu005586	0	3	0	1	0	0	0	1	0	0	2	0
Otu005587	0	4	0	1	0	0	1	0	1	0	0	0
Otu005588	1	2	0	1	0	0	1	0	2	0	0	0
Otu005589	1	0	0	0	1	2	0	0	0	0	1	2
Otu005590	0	2	2	0	0	0	0	0	2	0	0	1
Otu005591	0	0	0	1	2	0	0	1	0	2	1	0
Otu005592	3	1	0	0	1	1	1	0	0	0	0	0
Otu005593	0	1	3	2	0	0	0	0	0	0	0	1
Otu005594	0	1	1	1	0	1	2	0	0	0	1	0
Otu005595	0	0	4	0	1	0	0	0	1	0	0	1
Otu005596	0	4	2	0	0	0	0	0	1	0	0	0
Otu005597	2	0	0	0	1	0	1	2	0	0	0	1
Otu005598	4	0	0	0	0	0	2	0	0	0	1	0
Otu005599	0	0	0	4	0	1	1	0	0	0	1	0
Otu005600	1	0	0	2	0	0	1	2	1	0	0	0
Otu005601	0	1	0	1	2	0	2	0	1	0	0	0
Otu005602	0	0	0	0	0	0	3	0	0	2	2	0
Otu005603	0	0	2	0	1	1	0	0	0	0	3	0
Otu005604	0	1	2	0	1	0	0	2	0	0	1	0
Otu005605	2	2	0	1	1	0	1	0	0	0	0	0
Otu005606	2	1	0	0	1	0	1	1	1	0	0	0
Otu005607	0	1	0	0	0	0	0	0	0	6	0	0
Otu005608	0	0	0	0	0	0	0	0	3	3	0	1
Otu005609	1	0	2	0	1	3	0	0	0	0	0	0
Otu005610	0	0	1	0	1	0	0	1	2	0	1	1
Otu005611	0	0	0	0	0	0	0	5	0	2	0	0
Otu005612	4	0	0	1	0	0	1	1	0	0	0	0
Otu005613	0	1	0	1	0	0	0	1	0	3	0	1
Otu005614	1	3	0	0	1	1	0	0	1	0	0	0
Otu005615	1	2	1	0	0	0	1	0	2	0	0	0
Otu005616	0	7	0	0	0	0	0	0	0	0	0	0
Otu005617	0	1	0	0	0	2	2	0	0	1	0	1
Otu005618	1	2	0	2	1	0	0	1	0	0	0	0
Otu005619	0	0	0	1	1	0	0	1	0	3	1	0
Otu005620	1	0	0	0	1	1	2	0	1	0	0	1
Otu005621	0	0	0	0	1	0	3	1	1	1	0	0
Otu005622	1	1	0	0	2	0	1	1	0	1	0	0
Otu005623	1	2	0	0	0	2	0	1	1	0	0	0
Otu005624	0	0	0	0	5	0	0	0	0	1	1	0
Otu005625	0	0	0	0	0	1	1	0	2	0	2	1
Otu005626	1	2	1	1	2	0	0	0	0	0	0	0
Otu005627	0	0	0	1	0	0	0	0	0	3	1	2
Otu005628	0	1	0	0	0	0	1	1	1	2	0	1
Otu005629	1	0	0	0	0	1	1	1	1	0	2	0
Otu005630	1	0	6	0	0	0	0	0	0	0	0	0
Otu005631	0	1	0	1	1	0	1	0	2	0	0	1
Otu005632	1	0	5	0	0	0	0	1	0	0	0	0
Otu005633	1	0	1	0	0	0	1	0	0	2	1	1
Otu005634	0	0	7	0	0	0	0	0	0	0	0	0
Otu005635	2	1	2	0	0	0	1	0	1	0	0	0
Otu005636	0	2	0	1	1	0	2	1	0	0	0	0
Otu005637	3	0	0	0	2	0	1	0	0	0	1	0
Otu005638	0	2	0	0	1	0	1	1	1	0	1	0
Otu005639	1	2	0	1	1	1	1	0	0	0	0	0
Otu005640	0	1	1	0	0	0	1	0	4	0	0	0
Otu005641	1	3	1	0	2	0	0	0	0	0	0	0
Otu005642	1	2	0	0	1	0	1	0	2	0	0	0
Otu005643	1	1	0	0	0	0	0	4	1	0	0	0
Otu005644	0	0	0	0	0	0	0	0	0	5	0	2
Otu005645	1	2	1	0	1	0	1	0	0	0	0	1
Otu005646	0	2	0	2	1	0	0	2	0	0	0	0
Otu005647	3	1	0	1	1	1	0	0	0	0	0	0
Otu005648	0	0	0	2	0	1	1	3	0	0	0	0
Otu005649	0	0	0	5	0	0	0	1	0	0	0	1
Otu005650	0	0	0	0	0	0	2	0	2	1	0	2
Otu005651	0	1	0	2	0	0	1	2	0	1	0	0
Otu005652	0	3	0	0	0	0	2	1	0	0	0	1
Otu005653	1	1	0	1	1	0	0	0	1	1	0	1
Otu005654	0	1	1	0	2	0	1	1	0	0	1	0
Otu005655	1	2	0	0	1	0	0	0	0	0	3	0
Otu005656	5	1	1	0	0	0	0	0	0	0	0	0
Otu005657	1	1	0	0	0	0	0	0	0	1	0	4
Otu005658	0	3	1	0	0	0	1	1	0	0	1	0
Otu005659	0	1	3	0	0	3	0	0	0	0	0	0
Otu005660	3	1	0	1	2	0	0	0	0	0	0	0
Otu005661	1	1	2	0	1	0	1	1	0	0	0	0
Otu005662	0	1	0	2	0	0	0	0	1	1	0	2
Otu005663	2	0	0	0	0	0	2	1	1	0	1	0
Otu005664	1	1	0	2	1	1	0	0	0	0	0	1
Otu005665	1	0	0	0	2	0	1	3	0	0	0	0
Otu005666	0	0	0	1	1	1	2	0	0	1	0	1
Otu005667	0	0	1	0	0	2	0	0	1	0	1	2
Otu005668	2	0	5	0	0	0	0	0	0	0	0	0
Otu005669	0	2	0	0	0	0	1	0	2	0	0	2
Otu005670	0	4	2	0	0	1	0	0	0	0	0	0
Otu005671	0	4	0	0	1	1	0	1	0	0	0	0
Otu005672	2	2	1	1	1	0	0	0	0	0	0	0
Otu005673	0	1	0	0	1	1	0	0	0	1	0	3
Otu005674	0	1	1	0	0	1	1	0	0	1	2	0
Otu005675	0	0	1	1	4	0	0	1	0	0	0	0
Otu005676	0	0	0	0	0	1	1	1	2	0	1	1
Otu005677	0	0	0	0	1	0	1	0	0	3	0	2
Otu005678	1	2	0	0	1	1	0	1	1	0	0	0
Otu005679	0	2	0	0	3	0	1	1	0	0	0	0
Otu005680	0	6	1	0	0	0	0	0	0	0	0	0
Otu005681	0	0	0	0	4	1	1	0	1	0	0	0
Otu005682	0	0	0	0	0	1	1	1	0	1	0	3
Otu005683	0	0	6	0	0	0	0	1	0	0	0	0
Otu005684	0	0	0	0	0	0	1	3	2	0	0	1
Otu005685	0	0	0	0	0	0	0	1	0	1	0	5
Otu005686	2	0	0	0	2	0	0	1	0	0	2	0
Otu005687	3	0	0	0	0	0	1	1	1	1	0	0
Otu005688	0	5	0	1	0	0	0	1	0	0	0	0
Otu005689	0	1	0	1	2	2	1	0	0	0	0	0
Otu005690	0	0	0	0	0	0	0	3	0	0	1	3
Otu005691	1	1	2	0	0	0	0	2	0	1	0	0
Otu005692	0	1	0	2	0	1	0	1	1	0	0	1
Otu005693	1	1	1	1	0	0	2	0	1	0	0	0
Otu005694	0	2	0	4	0	0	0	1	0	0	0	0
Otu005695	1	0	0	0	2	0	1	0	1	0	0	2
Otu005696	2	1	2	0	0	0	0	0	0	2	0	0
Otu005697	0	0	1	0	1	0	1	2	1	0	0	1
Otu005698	1	0	0	0	0	1	0	1	0	0	1	3
Otu005699	1	4	0	0	2	0	0	0	0	0	0	0
Otu005700	2	0	0	0	0	0	1	0	0	1	3	0
Otu005701	1	3	0	0	2	1	0	0	0	0	0	0
Otu005702	0	1	0	0	0	0	1	0	4	1	0	0
Otu005703	2	0	1	0	4	0	0	0	0	0	0	0
Otu005704	2	1	2	0	1	0	0	0	0	0	1	0
Otu005705	0	2	2	0	1	1	0	0	0	0	0	1
Otu005706	0	2	0	0	0	1	0	0	1	2	1	0
Otu005707	0	0	0	0	0	0	0	0	1	2	1	3
Otu005708	0	0	0	0	0	0	1	0	1	0	3	2
Otu005709	0	1	1	1	2	0	0	0	0	0	1	1
Otu005710	0	1	0	0	0	1	2	2	0	0	0	1
Otu005711	0	0	1	1	4	0	0	0	0	1	0	0
Otu005712	1	2	0	0	0	0	1	0	0	3	0	0
Otu005713	2	0	1	0	0	1	1	1	0	1	0	0
Otu005714	0	3	2	0	0	0	0	0	0	1	0	1
Otu005715	1	1	0	0	0	0	1	0	2	1	0	1
Otu005716	1	0	1	0	1	0	0	1	0	2	0	1
Otu005717	0	0	6	0	0	0	1	0	0	0	0	0
Otu005718	0	0	0	0	1	0	0	4	2	0	0	0
Otu005719	0	0	0	0	0	1	1	2	1	0	1	1
Otu005720	1	1	4	0	1	0	0	0	0	0	0	0
Otu005721	0	2	1	0	0	1	0	1	0	0	1	1
Otu005722	0	3	0	0	0	1	2	1	0	0	0	0
Otu005723	4	1	0	0	0	0	0	2	0	0	0	0
Otu005724	0	0	0	0	1	0	0	2	3	0	0	1
Otu005725	0	1	1	0	0	1	0	1	0	1	0	2
Otu005726	1	0	2	0	0	0	0	2	0	1	1	0
Otu005727	4	0	0	0	2	0	0	0	0	0	1	0
Otu005728	0	2	0	0	1	1	0	0	1	0	1	1
Otu005729	4	0	1	0	0	0	0	0	0	0	2	0
Otu005730	1	2	0	0	1	0	0	0	1	0	1	1
Otu005731	0	0	0	0	2	0	0	1	2	1	0	1
Otu005732	2	3	1	1	0	0	0	0	0	0	0	0
Otu005733	0	1	1	2	0	1	0	0	0	1	1	0
Otu005734	1	1	0	2	0	1	2	0	0	0	0	0
Otu005735	4	2	0	0	0	0	0	1	0	0	0	0
Otu005736	0	4	0	1	0	1	0	1	0	0	0	0
Otu005737	1	2	0	0	0	2	0	0	1	0	0	1
Otu005738	1	2	0	0	1	0	1	0	0	0	1	1
Otu005739	0	0	0	0	2	1	0	0	2	2	0	0
Otu005740	0	3	0	1	2	0	0	1	0	0	0	0
Otu005741	0	1	0	0	0	1	0	0	2	0	0	3
Otu005742	0	2	0	1	4	0	0	0	0	0	0	0
Otu005743	1	4	0	1	0	1	0	0	0	0	0	0
Otu005744	0	4	1	2	0	0	0	0	0	0	0	0
Otu005745	0	6	0	0	1	0	0	0	0	0	0	0
Otu005746	3	1	0	0	3	0	0	0	0	0	0	0
Otu005747	0	0	0	1	0	2	0	3	0	1	0	0
Otu005748	1	2	1	0	1	0	0	1	0	0	0	1
Otu005749	0	0	0	0	0	0	0	6	0	0	0	1
Otu005750	2	0	4	0	0	0	1	0	0	0	0	0
Otu005751	1	0	0	2	2	1	0	0	1	0	0	0
Otu005752	0	1	0	1	0	0	0	5	0	0	0	0
Otu005753	0	0	0	0	0	0	0	1	0	0	2	4
Otu005754	0	2	1	1	2	0	0	0	0	1	0	0
Otu005755	1	0	0	0	1	0	1	1	0	1	0	2
Otu005756	1	0	0	1	1	3	1	0	0	0	0	0
Otu005757	1	0	0	0	1	0	1	1	1	2	0	0
Otu005758	1	0	1	1	0	2	0	0	1	0	0	1
Otu005759	0	1	1	0	0	1	0	1	1	1	0	1
Otu005760	2	0	0	0	0	1	0	0	4	0	0	0
Otu005761	0	1	0	0	0	0	1	2	0	0	0	3
Otu005762	3	2	0	0	0	0	1	0	0	0	0	1
Otu005763	0	0	0	1	0	0	0	0	0	1	3	2
Otu005764	0	1	0	0	0	0	2	2	2	0	0	0
Otu005765	0	0	0	0	0	0	1	3	1	0	1	1
Otu005766	4	1	0	1	1	0	0	0	0	0	0	0
Otu005767	2	2	1	0	0	1	0	0	0	1	0	0
Otu005768	0	1	0	0	0	1	3	0	1	0	1	0
Otu005769	0	4	0	0	0	1	0	1	0	0	1	0
Otu005770	0	1	0	1	0	0	2	1	1	0	0	1
Otu005771	1	2	0	0	0	0	0	0	2	1	0	1
Otu005772	6	0	1	0	0	0	0	0	0	0	0	0
Otu005773	0	0	4	1	0	0	0	0	0	0	1	1
Otu005774	0	1	1	1	2	0	0	0	1	1	0	0
Otu005775	3	1	1	0	0	0	2	0	0	0	0	0
Otu005776	1	1	0	1	0	0	1	0	2	1	0	0
Otu005777	0	1	0	0	0	1	0	1	3	1	0	0
Otu005778	0	0	1	0	1	0	0	3	0	1	1	0
Otu005779	1	1	0	1	0	0	1	1	0	1	0	1
Otu005780	0	2	0	0	0	0	1	4	0	0	0	0
Otu005781	2	4	0	1	0	0	0	0	0	0	0	0
Otu005782	3	1	0	1	1	1	0	0	0	0	0	0
Otu005783	1	0	2	1	0	0	0	0	2	0	0	1
Otu005784	1	1	2	1	1	0	0	0	0	0	1	0
Otu005785	0	2	0	0	1	0	0	0	0	0	4	0
Otu005786	0	2	1	1	1	0	0	1	0	0	1	0
Otu005787	2	2	0	0	1	0	0	0	0	0	1	1
Otu005788	2	0	0	0	0	0	0	4	1	0	0	0
Otu005789	1	1	0	1	1	0	2	1	0	0	0	0
Otu005790	0	0	0	0	0	1	2	1	2	1	0	0
Otu005791	0	0	0	0	0	0	0	0	0	0	3	4
Otu005792	2	4	1	0	0	0	0	0	0	0	0	0
Otu005793	1	0	5	0	0	0	0	0	0	0	0	1
Otu005794	0	1	0	1	0	1	1	0	3	0	0	0
Otu005795	0	3	0	1	1	0	1	0	1	0	0	0
Otu005796	0	0	1	0	0	0	1	1	0	2	1	1
Otu005797	5	1	1	0	0	0	0	0	0	0	0	0
Otu005798	0	0	0	0	0	0	1	4	1	0	1	0
Otu005799	0	2	0	0	3	1	0	1	0	0	0	0
Otu005800	0	1	2	0	1	1	0	0	0	0	0	2
Otu005801	2	0	3	1	0	0	1	0	0	0	0	0
Otu005802	0	0	0	0	0	0	2	1	0	0	3	1
Otu005803	3	1	2	0	0	0	0	0	0	0	0	1
Otu005804	0	0	1	1	0	1	0	0	3	0	1	0
Otu005805	2	1	0	1	1	0	1	0	0	0	1	0
Otu005806	0	2	0	0	1	0	1	0	0	1	0	2
Otu005807	1	1	0	0	0	1	0	0	3	0	0	1
Otu005808	0	0	7	0	0	0	0	0	0	0	0	0
Otu005809	2	0	0	0	1	0	1	2	1	0	0	0
Otu005810	0	2	0	0	1	0	1	0	1	1	0	1
Otu005811	0	0	0	0	0	0	1	0	0	0	6	0
Otu005812	0	1	4	1	0	0	0	1	0	0	0	0
Otu005813	0	0	0	1	0	0	2	1	0	2	0	1
Otu005814	1	2	1	0	0	1	0	0	0	0	1	1
Otu005815	0	1	3	0	0	0	0	0	0	0	2	1
Otu005816	0	4	0	2	1	0	0	0	0	0	0	0
Otu005817	0	3	0	0	0	0	0	2	0	0	0	2
Otu005818	1	2	0	0	1	0	0	2	1	0	0	0
Otu005819	0	0	0	1	2	0	0	2	0	2	0	0
Otu005820	1	0	0	1	0	1	0	1	3	0	0	0
Otu005821	0	0	1	1	0	0	0	2	0	1	0	2
Otu005822	1	2	1	0	1	0	1	1	0	0	0	0
Otu005823	0	2	0	1	0	2	1	0	1	0	0	0
Otu005824	0	0	0	3	0	2	0	1	1	0	0	0
Otu005825	1	0	0	0	2	1	1	0	0	2	0	0
Otu005826	0	1	0	0	1	0	0	4	0	0	0	1
Otu005827	1	1	0	0	1	2	0	1	0	1	0	0
Otu005828	4	0	1	0	0	0	1	0	0	0	0	1
Otu005829	0	2	0	0	0	1	0	0	2	1	0	1
Otu005830	1	0	0	0	2	1	2	0	1	0	0	0
Otu005831	1	0	0	0	0	0	2	2	0	0	1	1
Otu005832	0	0	0	7	0	0	0	0	0	0	0	0
Otu005833	0	0	0	0	2	0	1	1	3	0	0	0
Otu005834	1	2	2	0	0	0	1	0	0	0	1	0
Otu005835	2	0	0	0	1	0	0	2	1	1	0	0
Otu005836	3	0	0	0	1	0	0	2	0	1	0	0
Otu005837	0	0	0	0	1	0	1	0	2	2	1	0
Otu005838	0	1	1	1	1	0	2	0	0	0	1	0
Otu005839	2	3	1	1	0	0	0	0	0	0	0	0
Otu005840	0	0	2	0	0	0	1	2	1	0	1	0
Otu005841	0	2	0	0	0	1	1	0	2	0	0	1
Otu005842	6	0	0	0	0	0	0	0	1	0	0	0
Otu005843	0	1	0	1	0	2	2	0	0	0	0	1
Otu005844	0	4	0	0	1	0	1	0	0	1	0	0
Otu005845	0	1	4	0	0	0	0	0	0	1	1	0
Otu005846	0	2	0	1	0	2	0	0	2	0	0	0
Otu005847	0	2	0	0	2	0	0	1	0	0	0	1
Otu005848	2	2	1	0	1	0	0	0	0	0	0	0
Otu005849	0	0	1	0	2	0	0	0	2	1	0	0
Otu005850	0	0	0	2	1	0	0	1	0	2	0	0
Otu005851	0	0	2	2	0	0	0	1	0	1	0	0
Otu005852	0	1	0	0	0	1	1	0	2	0	0	1
Otu005853	0	0	2	1	1	0	0	0	0	1	0	1
Otu005854	3	1	2	0	0	0	0	0	0	0	0	0
Otu005855	0	0	2	0	2	0	0	0	0	0	2	0
Otu005856	0	0	0	0	2	1	0	1	1	0	0	1
Otu005857	0	0	0	0	1	1	1	0	2	0	1	0
Otu005858	1	0	0	0	0	0	1	1	0	1	0	2
Otu005859	1	2	1	0	0	1	0	0	0	0	1	0
Otu005860	0	1	1	0	2	0	1	0	0	0	1	0
Otu005861	0	1	0	0	1	0	0	0	1	2	0	1
Otu005862	0	0	0	0	0	1	1	0	0	4	0	0
Otu005863	0	0	3	0	0	0	0	0	0	0	2	1
Otu005864	0	1	0	2	0	0	1	1	1	0	0	0
Otu005865	0	0	0	1	4	0	0	0	1	0	0	0
Otu005866	0	2	1	0	0	0	1	2	0	0	0	0
Otu005867	2	1	1	0	1	0	0	1	0	0	0	0
Otu005868	0	0	0	0	0	0	0	0	0	0	0	6
Otu005869	1	2	0	0	1	0	1	0	0	0	1	0
Otu005870	0	0	0	3	0	1	0	0	2	0	0	0
Otu005871	0	1	0	0	0	0	0	0	5	0	0	0
Otu005872	1	0	1	1	1	0	0	2	0	0	0	0
Otu005873	1	2	0	0	1	0	0	0	1	1	0	0
Otu005874	0	1	0	0	1	0	1	3	0	0	0	0
Otu005875	2	0	2	0	1	0	1	0	0	0	0	0
Otu005876	0	0	0	0	2	4	0	0	0	0	0	0
Otu005877	1	0	0	0	1	0	0	1	1	1	0	1
Otu005878	1	1	3	0	0	0	0	1	0	0	0	0
Otu005879	3	1	0	0	0	0	0	0	0	0	0	2
Otu005880	1	1	3	1	0	0	0	0	0	0	0	0
Otu005881	0	0	0	1	0	0	0	1	0	1	2	1
Otu005882	1	1	0	0	0	0	1	2	1	0	0	0
Otu005883	2	1	0	2	0	0	0	0	0	0	0	1
Otu005884	5	0	0	0	0	0	0	0	0	0	0	1
Otu005885	0	0	6	0	0	0	0	0	0	0	0	0
Otu005886	0	0	0	0	0	0	0	5	0	0	1	0
Otu005887	0	2	0	1	1	0	0	0	1	0	0	1
Otu005888	0	0	0	0	0	0	0	1	0	2	1	2
Otu005889	0	2	1	1	1	1	0	0	0	0	0	0
Otu005890	0	0	0	0	1	0	0	2	0	0	1	2
Otu005891	0	2	1	0	0	0	0	3	0	0	0	0
Otu005892	1	2	0	0	0	2	0	0	1	0	0	0
Otu005893	0	2	0	0	0	0	0	1	2	1	0	0
Otu005894	0	0	5	0	0	0	1	0	0	0	0	0
Otu005895	0	0	0	0	1	0	0	3	0	0	1	1
Otu005896	0	0	0	0	1	0	0	0	0	0	0	5
Otu005897	2	0	0	1	0	0	0	1	0	2	0	0
Otu005898	0	1	0	0	0	0	1	1	0	0	0	3
Otu005899	1	0	0	0	0	0	0	2	2	0	1	0
Otu005900	0	0	0	0	0	0	0	1	1	1	0	3
Otu005901	0	0	1	0	1	0	0	2	0	1	0	1
Otu005902	0	0	2	0	3	1	0	0	0	0	0	0
Otu005903	0	0	0	0	0	0	1	0	5	0	0	0
Otu005904	0	0	0	0	0	0	0	0	0	1	0	5
Otu005905	0	0	4	1	0	0	1	0	0	0	0	0
Otu005906	0	0	0	0	0	0	2	1	0	0	1	2
Otu005907	1	1	0	1	0	0	0	2	0	1	0	0
Otu005908	0	0	0	1	0	0	1	0	4	0	0	0
Otu005909	0	2	4	0	0	0	0	0	0	0	0	0
Otu005910	0	0	0	1	2	1	0	0	0	0	1	1
Otu005911	3	0	0	1	0	1	0	1	0	0	0	0
Otu005912	2	1	0	0	2	0	0	0	1	0	0	0
Otu005913	0	3	0	0	1	0	0	2	0	0	0	0
Otu005914	0	2	0	0	1	0	0	0	0	3	0	0
Otu005915	1	2	2	1	0	0	0	0	0	0	0	0
Otu005916	0	0	0	1	0	0	1	2	0	0	0	2
Otu005917	3	2	0	0	0	0	0	1	0	0	0	0
Otu005918	0	2	0	0	1	0	0	1	2	0	0	0
Otu005919	1	1	0	0	3	0	0	1	0	0	0	0
Otu005920	1	0	0	0	2	1	2	0	0	0	0	0
Otu005921	0	0	3	0	0	2	0	0	0	0	1	0
Otu005922	1	0	3	0	0	0	0	0	0	0	2	0
Otu005923	0	0	0	0	0	1	1	0	0	0	3	1
Otu005924	0	2	0	0	0	1	0	1	0	0	1	1
Otu005925	0	0	0	0	0	0	0	2	1	1	2	0
Otu005926	1	0	0	0	0	2	0	0	2	0	1	0
Otu005927	0	1	0	0	0	0	3	0	0	2	0	0
Otu005928	0	3	0	0	1	0	0	2	0	0	0	0
Otu005929	1	2	0	0	0	0	0	1	2	0	0	0
Otu005930	0	0	0	0	0	0	0	0	0	5	1	0
Otu005931	1	1	1	1	0	0	0	0	2	0	0	0
Otu005932	0	2	0	0	0	0	1	1	1	1	0	0
Otu005933	0	0	0	0	2	0	1	0	2	1	0	0
Otu005934	0	0	0	0	1	0	0	2	2	0	1	0
Otu005935	1	0	0	0	1	0	0	1	3	0	0	0
Otu005936	1	0	0	1	0	3	0	0	0	0	1	0
Otu005937	1	3	0	0	0	0	0	1	0	0	0	1
Otu005938	2	4	0	0	0	0	0	0	0	0	0	0
Otu005939	0	4	0	0	0	0	0	0	0	0	0	2
Otu005940	0	0	1	0	2	0	0	1	1	0	1	0
Otu005941	1	2	1	0	0	0	1	1	0	0	0	0
Otu005942	0	2	0	0	1	0	0	2	0	1	0	0
Otu005943	1	1	4	0	0	0	0	0	0	0	0	0
Otu005944	1	1	0	1	0	0	2	1	0	0	0	0
Otu005945	0	0	0	0	0	0	1	3	1	0	0	1
Otu005946	0	2	2	0	0	0	0	0	0	1	0	1
Otu005947	2	2	0	0	0	0	1	0	0	1	0	0
Otu005948	0	2	0	0	0	0	1	1	2	0	0	0
Otu005949	0	0	2	0	1	0	1	0	2	0	0	0
Otu005950	0	0	1	0	1	1	0	0	2	1	0	0
Otu005951	0	0	3	2	0	0	0	0	0	1	0	0
Otu005952	0	0	3	1	0	0	1	0	1	0	0	0
Otu005953	0	0	1	0	0	0	1	1	0	0	1	2
Otu005954	1	1	2	0	1	1	0	0	0	0	0	0
Otu005955	0	0	0	1	1	1	2	0	0	1	0	0
Otu005956	1	4	0	0	0	1	0	0	0	0	0	0
Otu005957	1	0	0	0	0	0	2	1	0	0	2	0
Otu005958	1	1	0	0	0	1	0	2	0	0	1	0
Otu005959	1	2	1	0	0	0	0	0	0	0	1	1
Otu005960	0	0	2	1	0	0	0	2	1	0	0	0
Otu005961	2	3	0	0	1	0	0	0	0	0	0	0
Otu005962	1	1	0	1	2	0	1	0	0	0	0	0
Otu005963	0	2	1	1	0	0	1	0	1	0	0	0
Otu005964	0	2	2	0	1	0	0	0	1	0	0	0
Otu005965	2	2	0	0	0	0	1	1	0	0	0	0
Otu005966	2	1	0	0	1	0	0	0	0	2	0	0
Otu005967	1	0	0	1	0	0	0	0	1	0	0	3
Otu005968	1	1	0	2	0	0	2	0	0	0	0	0
Otu005969	0	1	0	1	0	0	1	2	0	0	0	1
